"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 24, 2022","126.500","122.400","127.700","120.400","494.29K","3.35%"
"Mar 23, 2022","122.400","122.700","124.400","118.600","404.12K","-0.24%"
"Mar 22, 2022","122.700","116.100","123.700","115.600","613.16K","5.68%"
"Mar 21, 2022","116.100","114.900","116.800","113.200","415.46K","1.04%"
"Mar 20, 2022","114.900","116.900","118.200","111.500","457.04K","-1.71%"
"Mar 19, 2022","116.900","111.900","117.100","111.500","454.74K","4.47%"
"Mar 18, 2022","111.900","110.200","112.900","107.900","39.95M","1.54%"
"Mar 17, 2022","110.200","111.200","111.600","108.500","34.76M","-1.08%"
"Mar 16, 2022","111.400","106.800","111.900","105.700","68.13M","4.31%"
"Mar 15, 2022","106.800","105.500","108.600","102.500","48.10M","1.04%"
"Mar 14, 2022","105.700","101.700","106.200","100.900","48.11M","3.93%"
"Mar 13, 2022","101.700","105.500","107.300","101.100","27.99M","-3.60%"
"Mar 12, 2022","105.500","104.600","108.000","104.600","29.05M","0.86%"
"Mar 11, 2022","104.600","102.600","106.800","99.900","47.91M","1.95%"
"Mar 10, 2022","102.600","106.900","107.000","99.900","55.85M","-4.02%"
"Mar 09, 2022","106.900","100.800","109.200","100.500","58.29M","6.05%"
"Mar 08, 2022","100.800","98.400","102.400","97.800","49.21M","2.44%"
"Mar 07, 2022","98.400","101.000","103.800","96.400","51.88M","-2.57%"
"Mar 06, 2022","101.000","104.900","105.800","100.800","32.29M","-3.72%"
"Mar 05, 2022","104.900","101.100","105.400","99.700","30.68M","3.76%"
"Mar 04, 2022","101.100","111.900","112.600","99.100","67.28M","-9.65%"
"Mar 03, 2022","111.900","110.400","113.000","108.400","638.07K","1.36%"
"Mar 02, 2022","110.400","112.500","114.600","109.300","513.50K","-1.87%"
"Mar 01, 2022","112.500","113.800","115.800","110.200","601.71K","-1.14%"
"Feb 28, 2022","113.800","102.900","113.900","101.400","574.46K","10.59%"
"Feb 27, 2022","102.900","108.200","110.100","101.300","417.93K","-4.90%"
"Feb 26, 2022","108.200","109.200","114.200","106.600","456.51K","-0.92%"
"Feb 25, 2022","109.200","104.200","110.600","101.600","604.58K","4.80%"
"Feb 24, 2022","104.200","105.400","107.600","91.700","1.29M","-1.14%"
"Feb 23, 2022","105.400","107.400","111.300","105.000","432.36K","-1.86%"
"Feb 22, 2022","107.400","102.800","107.700","100.400","537.43K","4.37%"
"Feb 21, 2022","102.900","110.600","114.500","102.200","631.11K","-6.96%"
"Feb 20, 2022","110.600","115.600","115.800","108.600","468.29K","-4.33%"
"Feb 19, 2022","115.600","114.900","117.100","113.000","361.82K","0.61%"
"Feb 18, 2022","114.900","116.300","122.400","114.300","686.76K","-1.20%"
"Feb 17, 2022","116.300","127.600","129.000","115.100","536.01K","-8.86%"
"Feb 16, 2022","127.600","131.700","131.700","125.600","325.28K","-3.11%"
"Feb 15, 2022","131.700","124.500","132.400","123.900","371.69K","5.78%"
"Feb 14, 2022","124.500","125.600","126.700","121.500","311.51K","-0.88%"
"Feb 13, 2022","125.600","126.700","128.800","123.500","261.89K","-0.87%"
"Feb 12, 2022","126.700","125.800","127.600","121.000","328.69K","0.72%"
"Feb 11, 2022","125.800","134.600","134.700","124.900","536.48K","-6.54%"
"Feb 10, 2022","134.600","140.100","143.800","134.300","722.90K","-3.93%"
"Feb 09, 2022","140.100","133.500","140.900","132.100","615.65K","4.94%"
"Feb 08, 2022","133.500","137.100","142.800","130.500","974.50K","-2.63%"
"Feb 07, 2022","137.100","127.600","139.800","125.100","693.51K","7.45%"
"Feb 06, 2022","127.600","121.800","127.900","120.900","415.09K","4.76%"
"Feb 05, 2022","121.800","121.300","123.800","118.900","443.14K","0.41%"
"Feb 04, 2022","121.300","110.900","121.300","108.700","649.31K","9.38%"
"Feb 03, 2022","110.900","108.300","110.900","105.500","380.78K","2.40%"
"Feb 02, 2022","108.300","115.100","116.000","107.500","512.24K","-5.91%"
"Feb 01, 2022","115.100","109.400","116.800","108.300","597.61K","5.21%"
"Jan 31, 2022","109.400","108.600","111.200","104.400","447.70K","0.74%"
"Jan 30, 2022","108.600","110.900","112.100","107.000","276.44K","-1.99%"
"Jan 29, 2022","110.800","109.500","111.900","107.800","345.62K","1.19%"
"Jan 28, 2022","109.500","107.000","110.000","105.400","465.25K","2.34%"
"Jan 27, 2022","107.000","107.000","109.500","102.900","563.93K","0.19%"
"Jan 26, 2022","106.800","107.900","116.500","104.700","774.92K","-1.02%"
"Jan 25, 2022","107.900","109.500","109.800","105.400","589.31K","-1.46%"
"Jan 24, 2022","109.500","112.300","112.300","97.900","1.10M","-2.49%"
"Jan 23, 2022","112.300","108.300","112.600","105.700","588.08K","3.69%"
"Jan 22, 2022","108.300","114.700","116.900","96.600","1.35M","-5.58%"
"Jan 21, 2022","114.700","129.800","131.000","110.700","1.02M","-11.63%"
"Jan 20, 2022","129.800","136.200","142.900","129.000","404.75K","-4.70%"
"Jan 19, 2022","136.200","141.400","143.000","133.200","437.53K","-3.68%"
"Jan 18, 2022","141.400","151.100","153.200","138.800","605.40K","-6.42%"
"Jan 17, 2022","151.100","146.400","153.500","144.200","809.01K","3.21%"
"Jan 16, 2022","146.400","147.700","148.900","143.300","323.95K","-0.88%"
"Jan 15, 2022","147.700","144.700","150.500","144.200","461.87K","2.07%"
"Jan 14, 2022","144.700","136.700","146.300","136.000","588.21K","6.01%"
"Jan 13, 2022","136.500","141.900","142.200","134.800","462.23K","-3.81%"
"Jan 12, 2022","141.900","131.600","142.100","130.900","387.74K","7.91%"
"Jan 11, 2022","131.500","126.500","133.400","125.800","396.22K","3.95%"
"Jan 10, 2022","126.500","130.800","131.500","121.100","621.00K","-3.29%"
"Jan 09, 2022","130.800","129.400","132.500","128.000","322.01K","1.08%"
"Jan 08, 2022","129.400","131.300","134.700","125.300","449.88K","-1.37%"
"Jan 07, 2022","131.200","136.100","136.400","126.600","734.09K","-3.60%"
"Jan 06, 2022","136.100","135.100","137.900","132.600","531.59K","0.74%"
"Jan 05, 2022","135.100","146.500","149.800","130.000","601.80K","-7.84%"
"Jan 04, 2022","146.600","148.400","151.600","145.600","331.45K","-1.21%"
"Jan 03, 2022","148.400","151.200","151.200","146.000","290.46K","-1.85%"
"Jan 02, 2022","151.200","150.800","153.200","147.900","228.38K","0.27%"
"Jan 01, 2022","150.800","146.300","150.900","146.300","225.23K","3.08%"
"Dec 31, 2021","146.300","148.000","152.500","143.800","344.87K","-1.22%"
"Dec 30, 2021","148.100","145.500","149.900","143.000","318.21K","1.86%"
"Dec 29, 2021","145.400","145.700","150.700","144.200","444.89K","-0.21%"
"Dec 28, 2021","145.700","155.900","155.900","144.700","679.90K","-6.54%"
"Dec 27, 2021","155.900","155.800","161.100","154.500","464.11K","0.06%"
"Dec 26, 2021","155.800","157.700","158.300","153.000","890.80K","-1.20%"
"Dec 25, 2021","157.700","161.000","163.600","157.700","453.25K","-2.05%"
"Dec 24, 2021","161.000","163.500","166.700","160.300","411.82K","-1.53%"
"Dec 23, 2021","163.500","155.400","165.100","153.200","521.21K","5.21%"
"Dec 22, 2021","155.400","154.800","160.100","153.100","415.29K","0.39%"
"Dec 21, 2021","154.800","152.600","156.300","149.200","375.36K","1.44%"
"Dec 20, 2021","152.600","153.300","157.400","145.400","550.93K","-0.46%"
"Dec 19, 2021","153.300","148.700","160.500","147.600","738.41K","3.09%"
"Dec 18, 2021","148.700","144.100","150.200","142.900","300.89K","3.19%"
"Dec 17, 2021","144.100","148.900","150.300","141.500","472.43K","-3.22%"
"Dec 16, 2021","148.900","153.500","156.400","148.600","434.90K","-3.00%"
"Dec 15, 2021","153.500","150.500","155.000","141.900","611.77K","1.93%"
"Dec 14, 2021","150.600","144.500","151.800","143.000","511.83K","4.22%"
"Dec 13, 2021","144.500","159.100","159.800","142.900","628.20K","-9.18%"
"Dec 12, 2021","159.100","157.600","162.400","153.300","382.61K","0.95%"
"Dec 11, 2021","157.600","148.400","159.300","146.000","558.52K","6.20%"
"Dec 10, 2021","148.400","151.500","159.600","147.900","704.52K","-2.05%"
"Dec 09, 2021","151.500","165.000","167.100","151.400","648.27K","-8.18%"
"Dec 08, 2021","165.000","161.900","169.700","156.400","890.45K","1.91%"
"Dec 07, 2021","161.900","161.600","165.600","158.500","672.33K","0.19%"
"Dec 06, 2021","161.600","156.200","164.300","141.500","1.10M","3.46%"
"Dec 05, 2021","156.200","162.900","164.900","148.900","1.08M","-4.11%"
"Dec 04, 2021","162.900","188.000","189.200","130.300","2.76M","-13.35%"
"Dec 03, 2021","188.000","203.500","207.500","180.500","824.67K","-7.62%"
"Dec 02, 2021","203.500","208.800","210.100","200.100","562.33K","-2.54%"
"Dec 01, 2021","208.800","207.800","217.600","205.600","674.03K","0.34%"
"Nov 30, 2021","208.100","205.600","218.900","197.500","1.03M","1.27%"
"Nov 29, 2021","205.500","199.600","209.300","195.400","811.22K","2.96%"
"Nov 28, 2021","199.600","195.100","199.800","183.500","723.66K","2.25%"
"Nov 27, 2021","195.200","195.800","200.700","190.800","524.81K","0.05%"
"Nov 26, 2021","195.100","222.700","224.700","190.400","1.54M","-12.39%"
"Nov 25, 2021","222.700","212.200","229.600","210.700","891.65K","4.95%"
"Nov 24, 2021","212.200","216.400","217.700","206.100","586.49K","-1.94%"
"Nov 23, 2021","216.400","209.100","218.400","205.600","710.13K","3.49%"
"Nov 22, 2021","209.100","221.900","221.900","205.600","865.58K","-5.77%"
"Nov 21, 2021","221.900","226.800","230.100","219.800","698.10K","-2.16%"
"Nov 20, 2021","226.800","217.900","227.500","213.300","841.26K","4.08%"
"Nov 19, 2021","217.900","204.200","220.700","199.800","1.04M","6.45%"
"Nov 18, 2021","204.700","229.800","231.900","200.000","1.69M","-10.92%"
"Nov 17, 2021","229.800","230.200","235.000","219.300","1.42M","-0.17%"
"Nov 16, 2021","230.200","263.000","263.000","223.000","2.40M","-12.37%"
"Nov 15, 2021","262.700","279.400","281.100","259.800","1.16M","-5.98%"
"Nov 14, 2021","279.400","257.700","279.400","248.800","1.36M","8.42%"
"Nov 13, 2021","257.700","251.100","263.900","245.400","1.17M","2.51%"
"Nov 12, 2021","251.400","262.500","282.600","244.100","2.41M","-4.23%"
"Nov 11, 2021","262.500","260.500","273.900","251.100","1.67M","0.77%"
"Nov 10, 2021","260.500","262.000","295.100","252.700","3.73M","-0.65%"
"Nov 09, 2021","262.200","228.900","274.500","227.100","3.26M","14.55%"
"Nov 08, 2021","228.900","202.000","229.600","202.000","1.38M","13.37%"
"Nov 07, 2021","201.900","197.600","202.100","197.100","351.14K","2.18%"
"Nov 06, 2021","197.600","200.275","200.350","191.200","420.64K","-1.34%"
"Nov 05, 2021","200.279","202.736","203.073","199.856","14.50M","-1.22%"
"Nov 04, 2021","202.746","206.654","206.754","197.071","27.93M","-1.89%"
"Nov 03, 2021","206.654","200.316","208.425","198.256","33.53M","3.11%"
"Nov 02, 2021","200.414","197.288","203.873","196.051","28.99M","1.59%"
"Nov 01, 2021","197.278","191.716","200.268","188.785","26.97M","2.89%"
"Oct 31, 2021","191.743","189.512","194.154","187.665","24.38M","1.16%"
"Oct 30, 2021","189.552","196.498","196.884","187.507","26.75M","-3.54%"
"Oct 29, 2021","196.498","190.319","197.694","189.190","31.30M","3.25%"
"Oct 28, 2021","190.319","179.742","193.570","178.541","34.58M","5.92%"
"Oct 27, 2021","179.685","197.549","204.809","171.370","46.43M","-9.03%"
"Oct 26, 2021","197.530","195.430","199.280","190.362","56.89M","1.08%"
"Oct 25, 2021","195.421","190.441","197.319","189.660","60.19M","2.62%"
"Oct 24, 2021","190.441","196.350","199.685","185.411","68.54M","-3.01%"
"Oct 23, 2021","196.350","191.020","197.741","189.011","64.41M","2.84%"
"Oct 22, 2021","190.930","196.790","201.349","188.045","73.99M","-2.95%"
"Oct 21, 2021","196.741","207.429","214.459","195.360","77.56M","-5.10%"
"Oct 20, 2021","207.312","188.750","209.239","185.641","66.81M","9.83%"
"Oct 19, 2021","188.750","185.541","191.549","183.303","66.09M","1.72%"
"Oct 18, 2021","185.550","183.731","187.281","178.643","70.90M","0.99%"
"Oct 17, 2021","183.730","185.770","187.860","176.626","63.75M","-1.03%"
"Oct 16, 2021","185.641","189.717","192.500","185.133","72.42M","-2.16%"
"Oct 15, 2021","189.746","181.115","192.839","176.840","72.77M","4.77%"
"Oct 14, 2021","181.115","177.530","186.454","177.021","70.82M","2.02%"
"Oct 13, 2021","177.530","172.699","179.640","167.840","70.22M","2.84%"
"Oct 12, 2021","172.629","179.142","179.150","166.560","70.53M","-3.70%"
"Oct 11, 2021","179.260","174.840","185.249","172.418","71.84M","2.53%"
"Oct 10, 2021","174.840","179.820","183.879","174.170","68.19M","-2.76%"
"Oct 09, 2021","179.810","175.741","182.770","174.474","65.21M","2.31%"
"Oct 08, 2021","175.751","178.460","183.346","174.643","69.27M","-1.52%"
"Oct 07, 2021","178.460","178.430","186.930","173.549","73.56M","0.01%"
"Oct 06, 2021","178.438","173.741","182.968","163.952","70.11M","2.71%"
"Oct 05, 2021","173.731","167.460","175.378","166.670","65.50M","3.63%"
"Oct 04, 2021","167.639","170.549","170.770","161.679","67.61M","-1.68%"
"Oct 03, 2021","170.499","169.050","174.921","165.862","67.25M","0.86%"
"Oct 02, 2021","169.040","166.141","172.648","164.631","64.60M","1.75%"
"Oct 01, 2021","166.130","153.330","167.981","151.250","64.93M","8.35%"
"Sep 30, 2021","153.330","144.831","154.379","143.950","64.00M","5.85%"
"Sep 29, 2021","144.850","140.619","149.863","139.921","65.73M","3.00%"
"Sep 28, 2021","140.629","145.030","148.750","140.140","68.37M","-3.05%"
"Sep 27, 2021","145.050","150.849","154.869","144.842","69.36M","-3.84%"
"Sep 26, 2021","150.849","150.850","153.347","142.001","69.02M","-0.06%"
"Sep 25, 2021","150.940","152.061","155.742","148.865","72.92M","-0.71%"
"Sep 24, 2021","152.021","163.840","165.950","141.813","69.57M","-7.21%"
"Sep 23, 2021","163.840","161.460","164.750","157.242","71.66M","1.47%"
"Sep 22, 2021","161.460","148.448","161.761","145.370","70.05M","9.00%"
"Sep 21, 2021","148.132","156.990","162.247","144.901","69.48M","-5.64%"
"Sep 20, 2021","156.990","175.600","175.870","153.761","71.68M","-10.58%"
"Sep 19, 2021","175.560","181.341","181.650","172.740","68.85M","-3.18%"
"Sep 18, 2021","181.331","179.790","185.327","178.001","75.85M","0.85%"
"Sep 17, 2021","179.810","185.249","190.288","178.001","83.63M","-2.94%"
"Sep 16, 2021","185.251","189.060","195.130","181.574","93.44M","-1.97%"
"Sep 15, 2021","188.971","183.046","191.758","179.760","75.58M","3.33%"
"Sep 14, 2021","182.889","179.269","188.741","176.204","71.59M","2.02%"
"Sep 13, 2021","179.269","183.239","233.814","170.921","42.90M","-2.17%"
"Sep 12, 2021","183.239","178.530","185.941","175.221","40.61M","2.64%"
"Sep 11, 2021","178.520","174.051","186.139","173.402","43.45M","2.57%"
"Sep 10, 2021","174.041","180.300","187.327","170.917","43.16M","-3.47%"
"Sep 09, 2021","180.300","179.673","188.492","177.104","42.55M","0.41%"
"Sep 08, 2021","179.567","177.948","188.707","169.646","36.93M","0.91%"
"Sep 07, 2021","177.948","219.402","221.827","163.417","41.09M","-18.90%"
"Sep 06, 2021","219.420","231.530","232.270","215.002","54.30M","-5.23%"
"Sep 05, 2021","231.530","212.020","232.171","210.473","52.80M","9.09%"
"Sep 04, 2021","212.239","212.763","224.990","208.762","53.99M","-0.22%"
"Sep 03, 2021","212.700","183.372","217.600","180.037","2.07M","15.91%"
"Sep 02, 2021","183.500","180.841","187.891","179.500","683.37K","1.47%"
"Sep 01, 2021","180.841","171.539","182.703","168.906","37.72M","5.45%"
"Aug 31, 2021","171.490","167.349","175.252","165.740","36.13M","2.49%"
"Aug 30, 2021","167.329","174.352","176.348","166.650","37.78M","-4.00%"
"Aug 29, 2021","174.292","175.480","182.589","173.101","39.23M","-0.67%"
"Aug 28, 2021","175.460","176.130","176.970","171.430","34.06M","-0.37%"
"Aug 27, 2021","176.120","167.610","176.139","165.093","37.99M","5.08%"
"Aug 26, 2021","167.610","177.820","180.130","165.037","40.91M","-5.75%"
"Aug 25, 2021","177.839","173.511","178.869","169.329","46.00M","2.44%"
"Aug 24, 2021","173.600","186.960","188.460","172.744","45.75M","-7.17%"
"Aug 23, 2021","187.013","185.911","191.260","183.694","166.37K","0.58%"
"Aug 22, 2021","185.929","179.697","189.548","178.689","49.53M","3.47%"
"Aug 21, 2021","179.698","183.549","184.341","176.810","46.32M","-2.11%"
"Aug 20, 2021","183.568","175.680","183.979","174.251","44.93M","4.49%"
"Aug 19, 2021","175.680","166.701","175.777","162.752","43.78M","5.34%"
"Aug 18, 2021","166.782","168.775","174.457","163.010","42.33M","-1.18%"
"Aug 17, 2021","168.776","178.025","184.300","168.071","47.45M","-5.21%"
"Aug 16, 2021","178.048","184.621","188.739","176.641","1.81M","-3.62%"
"Aug 15, 2021","184.729","182.791","186.390","175.682","50.00M","1.10%"
"Aug 14, 2021","182.710","183.270","184.955","175.200","944.59K","-0.31%"
"Aug 13, 2021","183.270","165.352","184.410","164.135","45.52M","10.83%"
"Aug 12, 2021","165.356","170.736","179.599","160.991","1.46M","-3.18%"
"Aug 11, 2021","170.789","165.314","176.008","164.273","23.87M","3.30%"
"Aug 10, 2021","165.332","166.401","168.149","158.860","23.59M","-0.67%"
"Aug 09, 2021","166.441","149.672","170.487","145.347","23.85M","11.22%"
"Aug 08, 2021","149.653","155.980","157.497","147.303","22.06M","-4.10%"
"Aug 07, 2021","156.057","147.883","156.299","147.134","1.33M","5.61%"
"Aug 06, 2021","147.771","143.514","150.672","141.774","19.45M","3.08%"
"Aug 05, 2021","143.360","142.559","145.108","136.260","615.05K","0.54%"
"Aug 04, 2021","142.588","138.364","144.449","135.680","18.62M","3.14%"
"Aug 03, 2021","138.250","141.390","143.190","135.873","402.66K","-2.23%"
"Aug 02, 2021","141.410","140.351","145.819","138.938","231.32K","0.75%"
"Aug 01, 2021","140.350","144.093","149.710","138.384","20.14M","-3.00%"
"Jul 31, 2021","144.691","145.556","146.478","141.891","18.53M","-0.61%"
"Jul 30, 2021","145.580","141.290","145.751","135.948","18.93M","3.04%"
"Jul 29, 2021","141.290","140.257","142.951","136.864","544.09K","0.99%"
"Jul 28, 2021","139.900","134.747","141.929","132.671","728.40K","3.84%"
"Jul 27, 2021","134.729","131.112","135.005","127.471","17.75M","2.77%"
"Jul 26, 2021","131.094","127.709","140.323","126.979","19.30M","2.75%"
"Jul 25, 2021","127.590","125.886","127.959","123.781","120.65K","1.64%"
"Jul 24, 2021","125.531","124.153","127.399","123.842","15.64M","1.04%"
"Jul 23, 2021","124.237","120.718","124.621","117.067","15.75M","2.91%"
"Jul 22, 2021","120.718","117.689","121.995","115.679","15.73M","2.64%"
"Jul 21, 2021","117.615","107.252","119.160","105.158","15.92M","9.64%"
"Jul 20, 2021","107.270","113.102","115.025","104.049","766.19K","-5.15%"
"Jul 19, 2021","113.098","119.163","120.681","111.865","16.46M","-5.10%"
"Jul 18, 2021","119.172","119.870","124.019","116.409","15.75M","-0.58%"
"Jul 17, 2021","119.870","120.594","122.818","117.702","608.60K","-0.60%"
"Jul 16, 2021","120.594","125.653","127.786","120.430","16.88M","-4.02%"
"Jul 15, 2021","125.642","131.059","133.078","122.066","17.13M","-4.13%"
"Jul 14, 2021","131.056","131.420","132.388","124.070","17.68M","-0.27%"
"Jul 13, 2021","131.410","133.391","134.592","129.540","17.68M","-1.51%"
"Jul 12, 2021","133.424","134.160","139.678","132.006","18.63M","-0.55%"
"Jul 11, 2021","134.160","133.990","136.417","132.089","162.24K","0.13%"
"Jul 10, 2021","133.982","134.543","136.702","130.512","17.88M","-0.41%"
"Jul 09, 2021","134.535","130.530","135.725","127.795","15.99M","3.07%"
"Jul 08, 2021","130.530","137.403","137.698","127.904","13.56M","-4.99%"
"Jul 07, 2021","137.390","138.910","142.908","136.957","13.82M","-1.10%"
"Jul 06, 2021","138.913","137.700","142.669","135.704","13.31M","0.85%"
"Jul 05, 2021","137.744","144.919","144.964","134.121","13.11M","-4.94%"
"Jul 04, 2021","144.901","140.008","148.058","138.954","13.76M","3.50%"
"Jul 03, 2021","140.008","136.841","141.232","134.661","12.01M","2.32%"
"Jul 02, 2021","136.840","137.164","138.900","130.661","12.49M","-0.23%"
"Jul 01, 2021","137.162","144.150","144.267","134.313","2.24M","-4.85%"
"Jun 30, 2021","144.150","143.660","146.836","136.255","11.42M","0.34%"
"Jun 29, 2021","143.660","137.676","149.127","137.277","897.75K","4.43%"
"Jun 28, 2021","137.570","132.563","139.490","130.009","14.53M","3.84%"
"Jun 27, 2021","132.482","126.821","132.619","124.713","14.12M","4.47%"
"Jun 26, 2021","126.814","125.174","129.356","118.782","12.97M","1.28%"
"Jun 25, 2021","125.213","134.549","138.384","124.375","14.51M","-6.94%"
"Jun 24, 2021","134.548","128.966","137.142","123.752","14.14M","4.33%"
"Jun 23, 2021","128.968","119.661","133.600","115.589","13.81M","7.87%"
"Jun 22, 2021","119.557","124.524","132.875","105.117","16.18M","-4.16%"
"Jun 21, 2021","124.743","154.862","155.416","124.068","15.67M","-19.42%"
"Jun 20, 2021","154.799","152.599","156.109","143.829","15.35M","1.46%"
"Jun 19, 2021","152.566","156.013","160.697","152.465","15.19M","-2.20%"
"Jun 18, 2021","156.000","167.148","167.324","151.669","510.79K","-6.60%"
"Jun 17, 2021","167.017","166.560","173.370","162.997","16.68M","0.28%"
"Jun 16, 2021","166.559","175.110","177.193","164.615","18.48M","-4.95%"
"Jun 15, 2021","175.224","179.862","181.109","172.326","20.00M","-2.60%"
"Jun 14, 2021","179.893","170.893","179.991","166.415","19.32M","5.30%"
"Jun 13, 2021","170.844","161.704","171.580","156.622","18.04M","5.70%"
"Jun 12, 2021","161.633","162.849","164.204","154.248","18.43M","-0.74%"
"Jun 11, 2021","162.833","168.024","173.750","160.621","16.76M","-3.09%"
"Jun 10, 2021","168.024","172.466","174.272","162.261","23.17M","-2.51%"
"Jun 09, 2021","172.355","160.652","173.048","152.487","26.91M","7.30%"
"Jun 08, 2021","160.628","161.954","164.331","145.856","2.82M","-0.81%"
"Jun 07, 2021","161.939","176.320","182.214","160.373","29.15M","-8.14%"
"Jun 06, 2021","176.290","172.991","179.832","172.357","29.28M","1.91%"
"Jun 05, 2021","172.990","178.615","185.398","167.796","29.03M","-3.15%"
"Jun 04, 2021","178.609","192.950","193.741","169.494","28.10M","-7.43%"
"Jun 03, 2021","192.950","187.207","197.602","182.244","1.08M","3.06%"
"Jun 02, 2021","187.225","182.935","191.266","178.426","30.57M","2.35%"
"Jun 01, 2021","182.932","188.058","193.118","176.016","27.63M","-2.78%"
"May 31, 2021","188.169","170.466","188.357","163.671","27.31M","10.36%"
"May 30, 2021","170.503","163.888","180.805","155.270","26.06M","4.28%"
"May 29, 2021","163.501","177.328","188.459","157.841","26.59M","-7.78%"
"May 28, 2021","177.296","193.632","198.774","165.643","24.24M","-8.26%"
"May 27, 2021","193.255","198.901","208.583","180.561","29.85M","-2.78%"
"May 26, 2021","198.791","183.812","203.898","179.817","28.17M","8.15%"
"May 25, 2021","183.805","184.120","194.322","167.720","28.10M","-0.22%"
"May 24, 2021","184.209","142.554","184.323","139.764","4.19M","29.23%"
"May 23, 2021","142.545","169.429","176.245","118.471","35.86M","-15.86%"
"May 22, 2021","169.416","179.920","184.367","162.309","101.97M","-5.92%"
"May 21, 2021","180.075","211.770","218.596","156.734","169.66M","-14.97%"
"May 20, 2021","211.770","186.390","224.669","166.696","4.27M","13.31%"
"May 19, 2021","186.896","294.224","300.240","145.878","189.18M","-36.51%"
"May 18, 2021","294.385","281.428","317.706","279.000","254.45M","4.67%"
"May 17, 2021","281.264","296.310","296.310","262.362","225.05M","-5.04%"
"May 16, 2021","296.201","299.781","323.780","279.880","258.54M","-1.10%"
"May 15, 2021","299.500","326.359","331.683","296.966","262.08M","-8.19%"
"May 14, 2021","326.210","317.710","338.828","308.445","287.96M","2.74%"
"May 13, 2021","317.510","312.560","332.488","291.625","258.38M","5.02%"
"May 12, 2021","302.330","377.380","393.938","302.330","2.52M","-19.88%"
"May 11, 2021","377.369","359.183","379.478","345.199","333.25M","5.09%"
"May 10, 2021","359.106","387.812","412.802","335.177","356.90M","-7.16%"
"May 09, 2021","386.820","347.129","388.956","334.673","2.29M","11.47%"
"May 08, 2021","347.030","345.199","356.507","334.242","325.56M","0.43%"
"May 07, 2021","345.537","353.380","372.264","333.893","329.82M","-2.22%"
"May 06, 2021","353.380","356.136","364.758","318.986","2.75M","-0.72%"
"May 05, 2021","355.957","311.607","359.565","311.607","321.62M","16.58%"
"May 04, 2021","305.328","294.540","324.327","271.934","264.49M","3.70%"
"May 03, 2021","294.431","268.841","299.550","268.601","264.37M","9.51%"
"May 02, 2021","268.860","276.760","277.399","264.913","250.31M","-2.85%"
"May 01, 2021","276.750","271.150","278.468","266.024","255.01M","2.09%"
"Apr 30, 2021","271.080","255.413","273.429","252.692","243.16M","6.15%"
"Apr 29, 2021","255.379","258.501","262.620","248.831","3.13M","-1.31%"
"Apr 28, 2021","258.757","259.732","266.424","248.212","227.60M","-0.41%"
"Apr 27, 2021","259.830","247.504","263.067","243.842","236.85M","4.99%"
"Apr 26, 2021","247.490","223.917","248.118","221.451","228.04M","10.70%"
"Apr 25, 2021","223.570","224.941","235.340","211.328","928.52K","-0.72%"
"Apr 24, 2021","225.197","241.429","241.429","220.646","212.21M","-6.71%"
"Apr 23, 2021","241.399","252.997","257.108","207.384","206.15M","-4.58%"
"Apr 22, 2021","252.999","257.635","289.448","239.902","243.18M","-1.89%"
"Apr 21, 2021","257.870","260.548","276.490","250.907","240.64M","-1.19%"
"Apr 20, 2021","260.978","261.214","272.537","234.720","234.92M","-0.13%"
"Apr 19, 2021","261.307","273.485","281.516","250.549","246.69M","-4.49%"
"Apr 18, 2021","273.603","301.084","304.464","231.866","236.97M","-9.08%"
"Apr 17, 2021","300.927","308.274","335.268","298.309","4.40M","-2.35%"
"Apr 16, 2021","308.174","285.696","316.194","265.892","257.36M","7.85%"
"Apr 15, 2021","285.754","278.888","290.527","266.225","4.83M","2.64%"
"Apr 14, 2021","278.408","267.400","282.926","255.643","250.63M","4.21%"
"Apr 13, 2021","267.170","244.451","273.218","244.442","2.82M","9.20%"
"Apr 12, 2021","244.655","252.463","258.890","240.174","249.40M","-3.06%"
"Apr 11, 2021","252.375","256.269","263.420","245.026","6.32M","-1.52%"
"Apr 10, 2021","256.269","220.830","256.367","219.220","242.78M","16.02%"
"Apr 09, 2021","220.879","226.350","228.798","218.960","229.64M","-2.47%"
"Apr 08, 2021","226.480","219.098","228.110","217.017","231.31M","3.43%"
"Apr 07, 2021","218.974","236.686","242.829","211.000","238.65M","-7.54%"
"Apr 06, 2021","236.827","221.468","244.508","213.207","243.94M","6.94%"
"Apr 05, 2021","221.456","202.280","225.160","198.229","229.15M","9.47%"
"Apr 04, 2021","202.291","195.209","204.659","192.371","204.40M","3.62%"
"Apr 03, 2021","195.231","211.639","217.658","194.984","225.94M","-7.84%"
"Apr 02, 2021","211.840","202.341","213.742","200.831","942.91K","4.69%"
"Apr 01, 2021","202.352","196.671","204.670","194.240","201.89M","2.89%"
"Mar 31, 2021","196.661","195.780","198.902","187.055","191.48M","0.45%"
"Mar 30, 2021","195.771","193.742","199.931","190.301","174.96M","1.04%"
"Mar 29, 2021","193.762","184.231","197.501","182.450","188.05M","5.17%"
"Mar 28, 2021","184.239","184.079","187.268","180.069","177.86M","0.10%"
"Mar 27, 2021","184.061","183.460","186.070","177.824","176.09M","0.36%"
"Mar 26, 2021","183.401","171.549","183.783","171.490","166.74M","6.84%"
